product,brand,product_code,price,inward_date,dispatch_date,quantity_sold,sales,lap_customer_id,lap_customer_name,customer_location,region,processor_specification,ram,rom,ssd,stock_in_inventory,Product segmentation
0,6,3117,4579,22-06-2023,22-01-2024,6,804858,4129,4129,2076,2,5,8,256,2028,37,High ssd lap
0,1,24738,8807,16-12-2024,16-08-2023,4,661784,4130,4130,13562,3,0,12,256,1028,23,Low demand lap
0,1,8683,21291,22-06-2024,02-03-2024,1,82197,4131,4131,9793,4,5,6,128,256,11,Low demand lap
0,4,9395,4340,07-08-2024,11-11-2023,2,26486,4132,4132,10826,0,6,8,128,1028,24,Low demand lap
0,2,12096,19312,29-06-2024,31-10-2024,8,537120,4133,4133,9986,4,7,16,256,256,14,Low demand lap
0,1,24407,3311,14-05-2024,25-09-2024,5,623580,4134,4134,8943,1,3,12,1028,1028,38,High storage lap
0,4,14022,22459,29-06-2023,15-08-2024,4,364712,4135,4135,2235,3,7,16,512,256,53,Low demand lap
0,2,23488,21142,28-03-2023,05-01-2025,4,32436,4136,4136,173,1,6,16,64,512,3,Low demand lap
0,4,17648,4597,03-01-2024,10-03-2024,6,805614,4136,4136,6214,2,1,12,128,512,46,Best selling lap
0,4,24063,12843,24-08-2023,10-01-2024,5,981635,4137,4137,3485,0,7,12,256,2028,27,High ssd lap
0,4,20380,11283,11-10-2023,17-07-2024,5,921885,4138,4138,4594,0,5,6,512,2028,27,High ssd lap
0,3,10385,1290,21-04-2024,06-04-2024,10,1095720,4138,4138,8423,0,7,32,128,1028,51,Best selling lap
0,4,10956,16442,08-01-2025,08-12-2024,10,452130,4138,4138,14089,3,7,12,64,256,36,Low demand lap
0,5,1821,17624,04-04-2024,02-01-2024,7,382424,4139,4139,8089,1,0,16,1028,256,46,High storage lap
0,6,20714,2471,22-10-2023,06-08-2024,8,946224,4140,4140,4755,2,2,8,256,1028,3,Best selling lap
0,0,24949,15541,17-12-2023,30-06-2024,8,306376,4141,4141,5871,2,5,12,512,2028,2,High ssd lap
0,5,5257,17182,17-10-2024,07-10-2023,9,460449,4141,4141,12302,4,7,16,1028,1028,8,High storage lap
0,0,11262,20241,06-12-2024,02-09-2023,9,667359,4142,4142,13340,4,3,6,64,2028,41,High ssd lap
0,6,3106,8636,21-08-2023,17-08-2023,9,1477422,4143,4143,3400,1,3,4,256,2028,58,Best selling lap
0,4,19474,6939,13-02-2025,19-03-2025,6,909840,4144,4144,14893,0,3,8,256,2028,48,High ssd lap
0,1,14871,13605,31-08-2023,21-03-2025,4,88788,4145,4145,3649,3,5,8,64,2028,60,High ssd lap
0,6,2079,20825,26-07-2024,14-06-2023,1,78400,4146,4146,10597,2,1,8,64,2028,41,High ssd lap
0,8,12084,8639,10-09-2023,25-10-2023,1,164178,4147,4147,3875,4,3,12,256,2028,24,High ssd lap
0,8,22943,15401,19-11-2023,06-03-2024,5,185705,4147,4147,5237,1,6,12,1028,1028,56,High storage lap
0,2,9929,17877,13-05-2023,20-11-2024,10,565090,4148,4148,1251,4,4,8,512,1028,11,Best selling lap
0,2,23218,12379,02-07-2023,26-05-2024,4,770988,4149,4149,2317,2,6,16,64,1028,52,Low demand lap
0,7,1146,23325,15-04-2024,05-01-2025,3,294597,4149,4149,8303,2,5,8,1028,1028,45,High storage lap
0,6,8904,7675,05-10-2023,11-05-2023,5,784415,4150,4150,4476,2,7,4,1028,1028,30,High storage lap
0,4,23631,10790,05-05-2023,26-08-2024,8,1445240,4151,4151,1037,1,1,8,64,2028,23,Best selling lap
0,4,19545,22173,01-09-2024,18-09-2024,2,177782,4152,4152,11352,4,5,16,128,1028,28,Low demand lap
0,1,473,10161,09-10-2024,08-01-2024,3,527541,4152,4152,12143,3,3,16,64,256,21,Low demand lap
0,0,18283,20632,15-09-2024,17-08-2023,5,384850,4153,4153,11670,2,5,6,64,1028,38,Low demand lap
0,3,10712,14983,30-08-2024,15-06-2023,1,33483,4154,4154,11291,2,2,6,512,1028,1,Low demand lap
0,4,13347,7708,18-05-2024,25-05-2023,10,1571550,4155,4155,9035,2,2,32,128,256,8,Best selling lap
0,6,6658,8947,04-07-2023,18-08-2024,5,831975,4156,4156,2366,0,7,6,1028,1028,5,High storage lap
0,5,17882,11940,26-12-2023,14-11-2024,4,757892,4156,4156,6057,1,6,6,256,1028,27,Low demand lap
0,4,11584,19180,26-04-2024,03-07-2024,6,397032,4157,4157,8528,4,0,12,128,2028,53,High ssd lap
0,7,6882,21322,12-03-2024,10-04-2024,1,82443,4158,4158,7646,1,7,12,64,256,11,Low demand lap
0,5,7769,20260,17-12-2024,04-02-2024,3,222801,4159,4159,13597,3,5,16,128,512,42,Low demand lap
0,6,19061,15812,17-01-2025,13-11-2024,3,121083,4160,4160,14306,2,2,4,256,512,54,Low demand lap
0,4,7448,13918,24-02-2025,23-10-2024,5,123240,4161,4161,15133,4,5,32,64,2028,17,High ssd lap
0,1,16030,21869,24-12-2024,07-02-2025,2,173146,4162,4162,13757,1,0,16,128,1028,14,Low demand lap
0,7,9352,8464,31-10-2024,27-12-2024,6,976632,4163,4163,12583,0,7,12,128,256,5,Best selling lap
0,1,12623,18291,28-12-2024,02-08-2024,6,357390,4163,4163,13813,4,6,32,1028,512,44,High storage lap
0,5,1167,14512,06-01-2024,21-12-2023,6,178164,4164,4164,6284,1,2,4,1028,256,1,High storage lap
0,0,4356,9500,06-11-2023,20-06-2023,2,341464,4165,4165,4976,1,4,32,256,1028,6,Low demand lap
0,1,1589,3696,08-02-2024,22-02-2024,10,1275970,4166,4166,6973,3,1,16,256,2028,11,Best selling lap
0,3,12269,22761,16-09-2023,22-07-2024,10,937050,4167,4167,4045,4,2,6,128,512,11,Best selling lap
0,0,14098,8958,04-03-2025,05-12-2023,10,1664910,4168,4168,15334,0,4,16,256,512,46,Best selling lap
0,0,22496,2060,08-04-2024,14-07-2024,5,576500,4169,4169,8181,4,1,12,1028,1028,27,High storage lap
0,7,3151,1229,20-09-2024,16-03-2025,10,1090400,4170,4170,11743,1,3,4,128,1028,18,Best selling lap
0,8,12407,1856,09-10-2024,09-12-2024,10,1137850,4171,4171,12136,1,4,8,512,1028,37,Best selling lap
0,1,15002,11596,24-11-2023,23-08-2024,10,1868330,4172,4172,5376,1,0,8,256,256,32,Best selling lap
0,4,22765,13145,07-04-2024,11-09-2023,3,595662,4172,4172,8165,1,0,4,256,512,4,Low demand lap
0,7,22863,3990,21-09-2024,09-10-2024,4,519236,4172,4172,11774,4,7,8,64,512,5,Low demand lap
0,1,21395,9903,25-06-2023,28-12-2024,8,1391448,4173,4173,2160,2,7,6,512,256,19,Best selling lap
0,2,16715,956,17-01-2024,10-05-2023,6,642696,4174,4174,6514,3,3,12,256,2028,11,High ssd lap
0,6,5067,10626,11-08-2024,27-08-2024,9,1614636,4175,4175,10909,4,3,12,256,2028,14,Best selling lap
0,1,12130,15421,12-01-2025,05-04-2025,8,298176,4176,4176,14173,4,4,6,1028,256,31,High storage lap
0,6,6746,22832,18-02-2024,01-06-2024,6,565416,4177,4177,7198,1,7,4,1028,1028,4,High storage lap
0,5,7154,23258,22-02-2024,09-12-2023,2,195276,4178,4178,7229,2,1,12,1028,2028,18,High storage lap
0,4,4752,14100,29-11-2023,11-10-2024,1,26173,4179,4179,5500,4,2,32,256,512,13,Low demand lap
0,1,21754,11811,31-12-2024,04-10-2023,10,1885740,4180,4180,13887,2,3,8,512,2028,10,Best selling lap
0,2,711,22473,29-09-2023,25-06-2023,2,182576,4181,4181,4402,2,4,8,128,256,8,Low demand lap
0,7,209,14837,20-12-2024,27-01-2025,9,290286,4182,4182,13653,4,6,32,512,256,34,Low demand lap
0,3,20518,22940,04-01-2024,30-03-2024,5,475865,4183,4183,6234,4,3,8,64,512,49,Low demand lap
0,1,19140,15367,25-05-2023,26-01-2024,10,368070,4184,4184,1488,3,5,16,512,1028,48,Low demand lap
0,1,13686,19898,15-03-2025,04-12-2024,6,429138,4185,4185,15505,1,4,32,128,256,19,Low demand lap
0,3,3899,13636,30-11-2024,26-10-2023,6,134382,4186,4186,13211,2,3,4,64,1028,52,Low demand lap
0,2,4262,9380,30-12-2024,16-01-2024,3,509247,4187,4187,13857,1,0,16,1028,2028,53,High storage lap
0,0,12904,22150,09-04-2023,19-06-2023,7,621180,4188,4188,425,1,0,32,128,512,6,Low demand lap
0,4,17437,181,19-06-2024,25-09-2024,8,810144,4189,4189,9726,4,2,12,1028,1028,36,High storage lap
0,1,5515,19132,16-04-2024,02-09-2024,5,328745,4190,4190,8326,0,4,32,512,2028,50,High ssd lap
0,0,5896,2393,11-10-2024,08-09-2023,2,235500,4190,4190,12196,2,6,32,256,256,49,Low demand lap
0,4,7275,14693,10-01-2024,04-09-2024,3,93441,4191,4191,6356,4,6,16,128,512,9,Low demand lap
0,0,5456,7521,20-06-2024,22-05-2023,4,622944,4192,4192,9749,3,3,16,1028,512,16,High storage lap
0,2,11879,5325,21-01-2025,14-06-2024,3,418509,4192,4192,14392,3,0,32,1028,2028,59,High storage lap
0,1,8383,12525,04-05-2024,10-12-2024,7,1356775,4193,4193,8715,1,3,16,128,512,22,Best selling lap
0,6,959,4148,03-08-2023,26-12-2024,7,916286,4194,4194,3000,4,5,16,512,512,34,Best selling lap
0,2,21853,15389,09-06-2024,15-03-2025,8,296544,4195,4195,9498,0,4,6,64,1028,6,Low demand lap
0,4,1352,20199,04-01-2025,09-06-2024,8,590208,4196,4196,13976,4,5,8,512,1028,1,Low demand lap
0,1,3400,20075,11-07-2023,31-01-2024,2,145832,4197,4197,2531,3,6,6,128,1028,39,Low demand lap
0,0,14930,21129,17-04-2023,07-12-2024,5,404995,4198,4198,621,0,3,6,64,512,28,Low demand lap
0,1,20463,19197,20-12-2024,05-01-2025,1,66255,4199,4199,13653,3,7,12,1028,256,42,High storage lap
0,7,14876,4106,09-09-2024,26-06-2024,10,1305460,4200,4200,11536,4,3,12,512,1028,16,Best selling lap
0,0,23641,600,31-08-2024,19-05-2024,7,730786,4201,4201,11331,2,2,16,128,1028,39,Best selling lap
0,0,10380,71,02-05-2024,09-01-2025,7,703612,4202,4202,8690,1,1,12,512,512,27,Best selling lap
0,2,24662,17376,07-09-2024,15-06-2023,7,369327,4202,4202,11495,2,4,12,1028,2028,20,High storage lap
0,1,18876,3729,15-06-2024,09-01-2025,3,383709,4203,4203,9642,2,6,12,256,256,58,Low demand lap
0,7,14612,21247,22-12-2024,25-07-2024,6,491112,4204,4204,13727,1,0,16,64,2028,58,High ssd lap
0,0,14686,20741,15-06-2024,09-07-2024,1,77744,4205,4205,9634,4,2,32,512,256,5,Low demand lap
0,6,9646,18666,13-04-2024,06-06-2024,5,311720,4206,4206,8292,4,4,4,1028,256,31,High storage lap
0,8,20608,15941,03-06-2024,04-10-2024,10,413930,4206,4206,9394,1,6,32,512,1028,58,Low demand lap
0,4,11651,2992,19-06-2023,06-07-2024,4,489768,4207,4207,1989,3,3,6,1028,2028,18,High storage lap
0,2,13809,6220,20-12-2024,23-05-2023,8,1170512,4207,4207,13656,0,3,16,256,1028,13,Best selling lap
0,7,17280,3115,16-03-2025,14-11-2024,5,616655,4207,4207,15550,3,1,32,256,256,48,Low demand lap
0,2,2502,20851,19-09-2023,29-11-2024,6,471612,4208,4208,4116,2,6,32,128,256,33,Low demand lap
0,6,14309,9288,11-07-2024,30-03-2024,2,338208,4209,4209,10277,0,6,4,128,1028,54,Low demand lap
0,2,14698,7727,18-05-2023,17-04-2024,3,471912,4210,4210,1360,0,2,12,128,256,41,Low demand lap
0,1,4929,5946,04-07-2023,09-12-2024,1,144199,4210,4210,2348,2,3,8,128,1028,46,Low demand lap
0,8,2110,2429,13-09-2024,14-06-2024,8,943864,4211,4211,11619,3,4,16,128,256,28,Best selling lap
0,1,20390,21,24-11-2024,02-10-2024,9,901233,4212,4212,13084,3,4,4,256,2028,3,Best selling lap
0,4,3622,6632,02-04-2023,24-02-2025,1,149457,4213,4213,273,1,7,4,512,1028,21,Low demand lap
0,4,14585,19444,23-06-2023,19-10-2024,1,68113,4213,4213,2116,3,1,12,256,2028,36,High ssd lap
0,1,12703,3854,14-04-2024,04-02-2025,10,1288240,4214,4214,8301,4,2,4,128,256,38,Best selling lap
0,3,23440,20804,06-03-2024,21-09-2023,4,312852,4215,4215,7500,3,0,4,64,1028,24,Low demand lap
0,4,20447,5120,12-05-2023,10-07-2024,1,137959,4216,4216,1216,1,6,6,256,2028,1,High ssd lap
0,1,1603,10393,24-09-2024,02-06-2023,5,889405,4216,4216,11834,0,1,32,128,2028,56,High ssd lap
0,1,14442,9017,30-08-2023,02-05-2024,2,334040,4217,4217,3632,0,6,12,64,1028,16,Low demand lap
0,6,21899,9386,11-07-2024,11-03-2024,2,339674,4217,4217,10266,4,6,16,512,2028,34,High ssd lap
0,0,17142,10786,28-09-2024,23-11-2024,5,903050,4217,4217,11906,1,7,16,1028,1028,28,High storage lap
0,3,21110,13079,21-11-2024,12-06-2024,2,396256,4217,4217,13020,1,2,4,512,256,10,Low demand lap
0,4,1928,11818,09-04-2023,22-07-2023,1,188618,4218,4218,414,2,4,16,128,512,45,Low demand lap
0,1,18020,2943,21-05-2023,03-04-2024,5,610355,4218,4218,1392,4,4,32,1028,1028,8,High storage lap
0,4,6264,11429,07-10-2024,21-08-2024,5,927655,4218,4218,12102,4,1,6,1028,1028,30,High storage lap
0,2,18878,22610,28-05-2024,17-08-2023,5,462085,4219,4219,9236,2,0,32,128,1028,37,Low demand lap
0,4,17705,17987,02-06-2023,12-05-2023,5,286835,4220,4220,1680,1,7,4,256,512,15,Low demand lap
0,2,24468,12144,04-08-2023,15-01-2025,1,190905,4220,4220,3020,4,0,12,256,512,24,Low demand lap
0,0,8064,1179,25-11-2024,15-04-2024,10,1087440,4220,4220,13100,1,3,4,256,512,44,Best selling lap
0,2,14267,1564,24-04-2023,02-12-2023,8,892040,4221,4221,837,3,5,4,256,2028,24,Best selling lap
0,1,6340,4698,27-06-2023,02-01-2024,1,135108,4221,4221,2195,4,0,32,512,2028,46,High ssd lap
0,1,20519,11098,18-03-2024,13-12-2023,1,182952,4221,4221,7760,2,7,8,64,1028,19,Low demand lap
0,1,10334,15744,24-03-2024,01-06-2024,8,318600,4221,4221,7888,2,2,16,128,1028,18,Low demand lap
0,3,22495,1415,12-01-2025,24-05-2024,5,552015,4222,4222,14180,4,7,8,64,512,13,Low demand lap
0,1,20560,10346,19-04-2023,09-11-2023,5,88750,4223,4223,677,4,3,6,512,1028,11,Low demand lap
0,4,9985,4660,02-04-2023,17-10-2023,7,943467,4224,4224,275,3,5,12,512,1028,49,Best selling lap
0,1,14907,12654,15-03-2024,14-05-2023,4,779208,4224,4224,7712,4,7,12,64,1028,47,Low demand lap
0,1,24456,18948,24-12-2024,11-11-2024,9,58068,4224,4224,13761,1,3,4,64,256,45,Low demand lap
0,6,250,5260,27-05-2023,30-12-2024,8,1111696,4225,4225,1548,3,4,12,64,2028,19,Best selling lap
0,1,17707,16751,14-06-2023,01-05-2024,9,429813,4225,4225,1884,2,5,12,1028,512,16,High storage lap
0,4,10892,3925,10-02-2024,18-08-2023,8,1034736,4226,4226,7020,3,4,12,512,1028,21,Best selling lap
0,1,21922,14799,23-07-2024,10-11-2023,3,95889,4226,4226,10526,4,2,4,512,512,58,Low demand lap
0,8,5844,22104,16-09-2024,06-06-2023,9,795564,4227,4227,11686,4,5,32,128,2028,46,High ssd lap
0,6,14704,3685,30-08-2023,04-04-2024,2,254966,4228,4228,3634,3,0,16,256,512,42,Low demand lap
0,1,724,7825,07-03-2025,30-07-2023,3,474009,4229,4229,15412,0,7,12,128,1028,45,Low demand lap
0,1,23426,12578,01-04-2023,01-05-2024,9,1747962,4230,4230,246,2,5,16,1028,2028,29,Best selling lap
0,6,12815,3215,18-09-2024,15-02-2025,1,124007,4230,4230,11708,2,2,4,512,2028,8,High ssd lap
0,3,21367,18912,12-05-2023,11-12-2023,6,385386,4231,4231,1212,2,3,8,128,512,57,Low demand lap
0,0,18895,20676,16-03-2024,19-03-2025,9,695529,4232,4232,7720,2,6,6,1028,2028,5,High storage lap
0,0,5656,20436,11-02-2024,19-05-2023,2,151036,4233,4233,7049,1,0,12,512,256,34,Low demand lap
0,4,20016,3225,29-04-2024,16-10-2023,3,372243,4233,4233,8625,1,6,12,128,512,49,Low demand lap
0,1,6487,17486,29-05-2024,19-03-2025,3,160785,4234,4234,9268,0,0,32,512,256,8,Low demand lap
0,4,594,16229,04-05-2024,07-08-2024,8,348952,4235,4235,8723,1,4,12,1028,1028,36,High storage lap
0,7,4787,329,31-03-2023,01-04-2024,3,307221,4236,4236,227,2,2,8,1028,512,6,High storage lap
0,1,3323,15469,05-01-2024,27-03-2023,8,300776,4237,4237,6266,0,5,6,256,1028,1,Low demand lap
0,2,7031,10215,13-03-2024,12-10-2023,3,529176,4237,4237,7659,4,1,4,512,1028,53,Low demand lap
0,5,5942,9737,05-01-2025,01-10-2023,9,1553292,4237,4237,14004,1,5,16,256,2028,49,Best selling lap
0,8,18383,12305,12-01-2025,05-07-2023,3,576339,4237,4237,14187,2,0,32,128,512,42,Low demand lap
0,2,14287,15974,05-06-2023,20-04-2024,2,83250,4238,4238,1744,0,1,16,1028,1028,33,High storage lap
0,2,10439,22858,10-01-2024,17-12-2024,8,755920,4238,4238,6364,2,4,8,1028,2028,22,High storage lap
0,1,1131,23545,01-04-2024,15-10-2023,7,699321,4238,4238,8042,1,5,6,256,512,19,Low demand lap
0,0,23990,10054,06-06-2024,25-01-2024,6,1050594,4238,4238,9443,0,5,6,64,1028,10,Best selling lap
0,2,18966,15713,09-06-2024,30-07-2024,9,356076,4239,4239,9491,4,3,8,64,512,60,Low demand lap
0,4,21713,17506,05-11-2023,21-08-2023,5,268715,4240,4240,4951,4,5,6,128,256,22,Low demand lap
0,1,10444,11960,22-12-2024,09-03-2024,7,1327326,4241,4241,13727,0,5,32,64,256,47,Best selling lap
0,2,2039,16151,07-02-2024,25-10-2024,9,386586,4242,4242,6965,1,0,16,1028,2028,37,High storage lap
0,0,19511,17479,09-03-2024,14-07-2023,5,267645,4242,4242,7552,0,3,32,256,1028,47,Low demand lap
0,0,8212,8170,30-12-2024,11-07-2024,4,64256,4242,4242,13871,1,4,8,128,512,37,Low demand lap
0,0,9636,14234,17-01-2025,02-07-2024,9,245493,4242,4242,14296,0,4,6,128,512,54,Low demand lap
0,6,3977,15485,22-01-2025,01-08-2024,4,151200,4243,4243,14421,3,2,8,128,256,11,Low demand lap
0,6,7787,10691,21-12-2024,16-10-2023,5,899310,4244,4244,13682,4,6,6,128,512,14,Low demand lap
0,8,14158,15917,24-08-2023,04-03-2024,4,164760,4245,4245,3481,4,6,32,512,256,2,Low demand lap
0,5,5085,2133,25-09-2024,06-10-2023,10,1158740,4246,4246,11843,4,1,12,128,1028,10,Best selling lap
0,6,18330,17573,05-08-2024,12-05-2023,8,434048,4247,4247,10795,4,0,32,512,1028,44,Low demand lap
0,1,19927,8751,13-07-2023,11-07-2023,7,1155322,4248,4248,2579,1,5,6,1028,512,50,High storage lap
0,0,1317,18371,10-04-2024,21-05-2023,6,361764,4249,4249,8226,0,6,6,128,1028,59,Low demand lap
0,2,10701,11912,16-06-2023,30-10-2023,6,1135782,4250,4250,1925,1,6,6,1028,1028,10,High storage lap
0,1,10169,15432,24-08-2024,25-01-2025,4,149364,4250,4250,11166,2,6,12,128,512,46,Low demand lap
0,1,5269,2517,27-08-2024,24-09-2023,2,237328,4250,4250,11214,1,6,12,1028,1028,6,High storage lap
0,6,919,22074,23-10-2023,25-08-2024,5,440615,4251,4251,4759,4,3,4,1028,512,52,High storage lap
0,1,10520,23423,11-04-2024,23-04-2023,3,296910,4251,4251,8262,1,5,6,64,256,4,Low demand lap
0,5,22481,13908,02-05-2024,22-08-2023,9,221337,4251,4251,8681,4,3,6,256,512,54,Low demand lap
0,1,19146,16076,26-05-2024,17-12-2023,3,127065,4251,4251,9212,1,3,12,512,256,37,Low demand lap
0,0,875,14240,21-02-2025,14-04-2024,7,191128,4252,4252,15065,4,5,4,512,512,15,Low demand lap
0,4,17718,9326,24-05-2024,26-09-2023,4,677432,4253,4253,9177,0,4,4,256,1028,16,Low demand lap
0,1,1294,7093,07-10-2024,16-04-2025,8,1220976,4254,4254,12097,4,2,16,128,256,42,Best selling lap
0,4,2750,13457,17-12-2024,30-09-2024,3,62397,4255,4255,13586,1,7,16,512,256,55,Low demand lap
0,2,8840,17903,21-08-2024,24-02-2025,8,453888,4256,4256,11100,3,5,8,64,256,39,Low demand lap
0,8,9650,6103,12-02-2025,18-10-2024,8,1163488,4257,4257,14867,3,5,16,128,256,38,Best selling lap
0,2,780,8968,11-09-2023,30-11-2023,2,333108,4258,4258,3891,3,3,6,512,1028,53,Low demand lap
0,5,1193,6657,01-02-2024,30-09-2023,3,448896,4258,4258,6863,0,1,4,256,512,3,Low demand lap
0,0,23919,8364,18-06-2024,09-07-2023,3,486096,4258,4258,9720,0,0,12,128,512,17,Low demand lap
0,0,11212,1607,11-01-2025,11-05-2023,6,671064,4258,4258,14154,1,5,12,256,1028,21,Best selling lap
0,1,3472,10248,05-12-2024,28-01-2025,2,353166,4259,4259,13313,1,1,12,256,1028,40,Low demand lap
0,2,11807,2775,24-09-2024,06-02-2025,10,1207360,4260,4260,11817,3,0,8,64,2028,48,Best selling lap
0,8,5216,13483,25-11-2023,11-03-2024,10,209740,4261,4261,5408,4,7,4,64,256,27,Low demand lap
0,0,22961,20668,23-12-2023,12-01-2024,4,30896,4261,4261,5964,4,4,32,64,256,52,Low demand lap
0,1,14970,2136,13-01-2024,21-10-2024,6,695280,4261,4261,6437,0,1,32,1028,512,60,High storage lap
0,1,17865,20699,08-12-2024,24-02-2024,6,464700,4261,4261,13401,4,6,4,1028,2028,5,High storage lap
0,1,20259,9228,11-12-2023,27-04-2024,9,1517175,4262,4262,5748,3,4,32,512,1028,43,Best selling lap
0,1,12592,11223,16-07-2023,25-04-2023,6,1103598,4263,4263,2617,0,3,6,256,1028,9,Best selling lap
0,6,13032,3154,01-04-2024,06-04-2024,1,123550,4263,4263,8044,2,1,4,1028,2028,26,High storage lap
0,6,12925,20332,17-08-2024,16-05-2023,4,298948,4264,4264,11032,4,0,16,512,1028,53,Low demand lap
0,7,1226,18388,20-01-2025,26-04-2023,8,483040,4265,4265,14373,0,4,4,1028,512,36,High storage lap
0,0,20383,3116,07-03-2025,18-08-2024,9,1110078,4265,4265,15408,2,1,16,512,1028,3,Best selling lap
0,0,14759,16994,11-12-2024,28-05-2024,9,447525,4266,4266,13465,4,7,4,256,512,8,Low demand lap
0,0,13025,22537,14-11-2024,15-09-2024,5,459495,4267,4267,12855,2,5,6,1028,2028,13,High storage lap
0,6,18489,12701,28-10-2024,16-09-2023,3,585537,4268,4268,12512,4,4,4,64,2028,31,High ssd lap
0,2,15291,18469,28-02-2025,04-12-2023,1,60998,4269,4269,15235,2,6,32,512,2028,25,High ssd lap
0,2,12504,2487,05-04-2024,14-02-2025,1,118390,4270,4270,8115,3,3,12,512,1028,13,Low demand lap
0,2,22755,634,24-11-2024,18-05-2024,1,104672,4270,4270,13079,4,0,6,1028,1028,9,High storage lap
0,0,2568,1664,09-08-2023,06-05-2025,6,674106,4271,4271,3152,4,2,8,64,1028,60,Best selling lap
0,2,22103,20861,08-01-2025,01-10-2024,3,23598,4272,4272,14096,0,5,8,256,512,19,Low demand lap
0,8,22224,14492,26-06-2024,26-11-2024,8,236368,4273,4273,9884,0,6,32,128,1028,21,Low demand lap
0,0,12035,19675,29-08-2024,11-01-2024,8,55864,4273,4273,11256,4,5,8,64,512,53,Low demand lap
0,8,5195,3614,08-07-2024,17-07-2024,8,1015448,4274,4274,10199,0,7,32,1028,2028,50,High storage lap
0,8,7104,19387,22-06-2023,20-07-2023,2,135434,4275,4275,2077,0,2,8,512,2028,58,High ssd lap
0,1,5732,6069,14-01-2024,24-09-2024,1,145116,4276,4276,6467,2,3,4,1028,256,3,High storage lap
0,2,18866,10304,12-03-2024,06-06-2023,7,1239721,4277,4277,7631,2,6,6,256,256,30,Best selling lap
0,0,8429,22430,04-08-2023,20-11-2024,7,636601,4278,4278,3016,2,5,12,1028,256,13,High storage lap
0,8,23743,6915,02-02-2024,16-02-2024,5,757385,4279,4279,6885,0,6,32,128,2028,54,High ssd lap
0,4,14408,8042,06-08-2023,26-03-2025,7,1117459,4280,4280,3069,2,0,16,1028,1028,34,High storage lap
0,4,14298,18872,24-03-2023,04-10-2024,4,256048,4281,4281,63,0,3,12,64,2028,22,High ssd lap
0,1,3028,9700,05-11-2024,20-06-2023,2,344610,4282,4282,12677,2,6,32,64,1028,8,Low demand lap
0,4,23075,22631,02-04-2023,10-10-2024,5,463090,4283,4283,268,3,6,6,512,1028,19,Low demand lap
0,0,3190,14856,10-09-2023,27-10-2023,2,64882,4283,4283,3872,3,3,8,1028,1028,6,High storage lap
0,6,22057,17249,19-04-2024,23-04-2025,6,310566,4283,4283,8388,4,3,4,256,1028,42,Low demand lap
0,5,5366,14037,16-02-2025,07-02-2024,9,231237,4283,4283,14959,3,7,8,512,1028,9,Low demand lap
0,1,1134,11151,01-12-2023,02-07-2024,4,733428,4284,4284,5551,3,2,8,256,512,7,Low demand lap
0,1,9436,7228,20-12-2023,18-04-2023,8,122872,4284,4284,5919,3,0,16,512,1028,4,Low demand lap
0,1,13380,18739,16-12-2024,10-02-2025,4,251604,4284,4284,13576,2,0,32,128,512,7,Low demand lap
0,3,10589,7079,24-12-2023,09-03-2025,8,122000,4285,4285,5997,0,1,6,64,1028,49,Low demand lap
0,2,6378,1678,16-05-2023,08-10-2024,10,1124670,4286,4286,1311,2,4,4,256,256,26,Best selling lap
0,4,8598,12038,27-06-2024,21-04-2024,2,38028,4286,4286,9930,2,4,16,128,512,55,Low demand lap
0,4,20378,17762,26-10-2024,20-07-2024,5,278515,4287,4287,12461,0,4,8,64,2028,34,High ssd lap
0,4,19865,11111,19-04-2024,24-10-2024,6,1098282,4288,4288,8388,2,3,4,256,256,44,Best selling lap
0,3,23698,21034,08-10-2023,12-11-2023,4,320708,4289,4289,4541,1,6,4,512,1028,1,Low demand lap
0,2,20043,3633,18-09-2023,02-08-2024,2,254178,4290,4290,4073,1,2,4,64,1028,2,Low demand lap
0,5,7723,5670,13-01-2024,24-04-2024,4,568508,4291,4291,6439,4,4,6,512,512,41,Low demand lap
0,7,10691,5926,25-11-2023,04-06-2024,4,576196,4292,4292,5404,1,7,12,512,512,27,Low demand lap
0,2,5024,15678,28-03-2024,20-10-2023,8,314176,4293,4293,7966,3,3,4,64,2028,40,High ssd lap
0,4,1835,1670,12-04-2024,03-06-2023,1,112366,4294,4294,8278,4,0,8,1028,2028,52,High storage lap
0,1,5789,4230,01-11-2024,30-10-2024,3,394473,4295,4295,12592,4,3,12,64,1028,45,Low demand lap
0,1,9337,15466,11-07-2023,14-03-2024,5,187880,4296,4296,2531,0,1,12,1028,1028,18,High storage lap
0,1,9039,16923,06-02-2024,31-05-2024,9,442359,4297,4297,6943,1,6,12,64,2028,36,High ssd lap
0,7,6950,14102,03-03-2024,26-04-2023,6,157092,4298,4298,7418,2,1,16,256,1028,35,Low demand lap
0,1,2893,16933,13-03-2024,29-06-2024,9,442899,4299,4299,7651,2,5,16,512,2028,40,High ssd lap
0,4,11039,3688,14-02-2025,09-03-2024,7,89264,4299,4299,14920,0,0,8,128,1028,26,Low demand lap
0,0,9192,11798,28-05-2023,14-12-2024,4,753480,4300,4300,1564,4,3,6,64,256,35,Low demand lap
0,4,12424,12136,04-11-2023,21-10-2024,4,763468,4301,4301,4930,3,5,6,1028,2028,38,High storage lap
0,0,6767,11431,03-03-2024,21-04-2024,3,556632,4302,4302,7428,3,3,6,64,256,37,Low demand lap
