product,brand,product_code,price,inward_date,dispatch_date,quantity_sold,sales,mobile_customer_id,customer_name,customer_location,region,processor_specification,ram,rom,ssd,stock_in_inventory,cluster
0,0,2625,58219,22-09-2023,25-09-2023,3,174657,5486,5486,10614,0,4,6,256,,3,Mid range phone
0,5,5874,179442,22-09-2023,24-09-2023,3,538326,4986,4986,10852,1,2,32,512,,2,Gaming phone
0,8,13146,122318,22-09-2023,11-11-2023,10,1223180,9227,9227,10973,1,1,32,512,,50,Gaming phone
0,2,5574,166261,22-09-2023,19-10-2023,8,1330088,9141,9141,11674,0,0,6,128,,27,Preimum phone
0,5,12747,195836,22-09-2023,01-10-2023,3,587508,414,414,11747,0,6,6,512,,9,Mid range phone
0,4,15360,121875,22-09-2023,08-11-2023,7,853125,20624,20624,11902,1,3,16,256,,47,Preimum phone
0,9,23106,30194,22-09-2023,09-10-2023,8,241552,16869,16869,12359,2,5,8,128,,17,Mid range phone
0,9,18080,38137,22-09-2023,21-11-2023,7,266959,12503,12503,12493,2,6,16,256,,60,Mid range phone
0,10,14199,59895,22-09-2023,03-11-2023,6,359370,4642,4642,13665,2,3,6,1028,,42,High stroage phone
0,0,19592,165072,22-09-2023,14-10-2023,4,660288,8218,8218,13722,0,6,16,512,,22,Preimum phone
0,9,2749,134086,22-09-2023,03-11-2023,9,1206774,14556,14556,14286,0,3,4,256,,42,Preimum phone
0,2,24790,128058,22-09-2023,29-09-2023,5,640290,1667,1667,14637,3,5,6,1028,,7,High stroage phone
0,8,9893,11011,22-09-2023,20-10-2023,6,66066,7767,7767,14848,2,3,32,64,,28,Gaming phone
0,12,17354,174924,22-09-2023,06-10-2023,10,1749240,12871,12871,15284,0,2,8,1028,,14,Preimum phone
0,0,13965,72268,22-09-2023,14-11-2023,9,650412,8947,8947,15464,0,5,8,128,,53,Mid range phone
0,4,1950,164530,23-09-2023,01-11-2023,3,493590,7002,7002,607,4,5,32,64,,39,Gaming phone
0,8,22050,58993,23-09-2023,02-11-2023,7,412951,21333,21333,4542,1,0,32,1028,,40,Gaming phone
0,13,24604,60482,23-09-2023,27-10-2023,2,120964,2970,2970,4789,0,2,16,1028,,34,High stroage phone
0,10,10473,187551,23-09-2023,09-10-2023,1,187551,16812,16812,4801,4,5,32,64,,16,Gaming phone
0,10,17476,112450,23-09-2023,28-09-2023,2,224900,9869,9869,4984,0,5,16,128,,5,Mid range phone
0,8,21411,180696,23-09-2023,09-11-2023,3,542088,14,14,5141,4,6,32,512,,47,Gaming phone
0,8,23855,5347,23-09-2023,24-09-2023,1,5347,1944,1944,5243,1,2,12,64,,1,Mid range phone
0,9,13477,22338,23-09-2023,25-09-2023,10,223380,5129,5129,5987,0,1,4,128,,2,Mid range phone
0,5,6729,26504,23-09-2023,10-10-2023,7,185528,21765,21765,6013,4,6,6,64,,17,Mid range phone
0,9,18239,102901,23-09-2023,18-10-2023,5,514505,8035,8035,6751,1,6,8,128,,25,Mid range phone
0,4,3201,86017,23-09-2023,13-11-2023,2,172034,3123,3123,7027,2,3,4,512,,51,Mid range phone
0,2,14741,24617,23-09-2023,13-11-2023,10,246170,3797,3797,7191,4,0,16,128,,51,Mid range phone
0,4,20995,162982,23-09-2023,15-11-2023,7,1140874,12714,12714,7743,2,6,4,256,,53,Preimum phone
0,12,2017,69388,23-09-2023,14-10-2023,3,208164,9211,9211,7804,3,2,6,512,,21,Mid range phone
0,8,23709,5218,23-09-2023,21-10-2023,10,52180,1196,1196,8085,2,2,4,128,,28,Mid range phone
0,3,236,198520,23-09-2023,04-10-2023,1,198520,7619,7619,8165,2,5,6,64,,11,Mid range phone
0,8,372,28062,23-09-2023,18-11-2023,1,28062,4401,4401,9199,3,1,12,512,,56,Mid range phone
0,11,7499,186753,23-09-2023,20-11-2023,1,186753,9081,9081,9281,3,0,12,512,,58,Mid range phone
0,10,1454,169522,23-09-2023,06-11-2023,8,1356176,20392,20392,9566,2,6,12,1028,,44,Preimum phone
0,3,17973,69154,23-09-2023,12-10-2023,3,207462,1787,1787,10126,3,5,32,128,,19,Gaming phone
0,3,18907,119793,23-09-2023,24-09-2023,1,119793,2287,2287,10487,4,6,32,64,,1,Gaming phone
0,5,14282,40256,23-09-2023,17-11-2023,9,362304,13202,13202,11673,4,0,12,256,,55,Mid range phone
0,0,19820,43838,23-09-2023,05-11-2023,5,219190,5012,5012,12626,1,0,32,512,,43,Gaming phone
0,9,18717,148315,23-09-2023,14-10-2023,2,296630,9705,9705,14197,4,0,32,256,,21,Gaming phone
0,9,7855,127122,23-09-2023,24-10-2023,10,1271220,469,469,14689,1,5,4,512,,31,Preimum phone
0,5,2992,117486,24-09-2023,23-11-2023,9,1057374,6016,6016,72,4,5,4,1028,,60,High stroage phone
0,5,2266,20353,24-09-2023,11-11-2023,3,61059,7488,7488,93,0,6,12,256,,48,Mid range phone
0,10,8860,17925,24-09-2023,28-10-2023,1,17925,16234,16234,637,0,2,12,64,,34,Mid range phone
0,8,21368,61005,24-09-2023,15-11-2023,5,305025,21282,21282,938,4,1,12,128,,52,Mid range phone
0,12,11496,88656,24-09-2023,20-10-2023,6,531936,9585,9585,1738,2,6,12,512,,26,Mid range phone
0,0,16165,113459,24-09-2023,31-10-2023,5,567295,17506,17506,1910,4,2,4,512,,37,Mid range phone
0,12,8926,43422,24-09-2023,21-10-2023,2,86844,8270,8270,2234,0,4,12,64,,27,Mid range phone
0,3,5546,21375,24-09-2023,13-10-2023,5,106875,3755,3755,2646,4,3,8,512,,19,Mid range phone
0,12,2255,198094,24-09-2023,21-10-2023,8,1584752,4974,4974,3296,2,5,16,256,,27,Preimum phone
0,6,14366,40859,24-09-2023,15-10-2023,2,81718,4271,4271,3351,1,5,32,128,,21,Gaming phone
0,2,24894,32500,24-09-2023,20-10-2023,8,260000,12683,12683,3764,4,0,8,1028,,26,High stroage phone
0,7,3078,145062,24-09-2023,15-11-2023,8,1160496,15872,15872,4427,1,3,4,1028,,52,Preimum phone
0,9,15416,12272,24-09-2023,21-11-2023,1,12272,3906,3906,4512,2,2,32,1028,,58,Gaming phone
0,0,20737,27904,24-09-2023,09-10-2023,6,167424,20402,20402,4785,1,1,4,64,,15,Mid range phone
0,5,21190,146035,24-09-2023,14-11-2023,9,1314315,19878,19878,5391,2,1,4,64,,51,Preimum phone
0,2,22600,117323,24-09-2023,18-11-2023,8,938584,14016,14016,5861,0,4,12,512,,55,Preimum phone
0,10,22385,124607,24-09-2023,13-11-2023,9,1121463,20959,20959,6401,0,4,6,1028,,50,Preimum phone
0,12,4478,175453,24-09-2023,31-10-2023,8,1403624,15952,15952,6568,2,0,12,64,,37,Preimum phone
0,5,620,111506,24-09-2023,18-10-2023,1,111506,13904,13904,7189,0,2,32,512,,24,Gaming phone
0,5,3061,83623,24-09-2023,19-10-2023,5,418115,8225,8225,7468,2,6,12,128,,25,Mid range phone
0,10,15994,107729,24-09-2023,03-10-2023,5,538645,7442,7442,7850,1,2,8,512,,9,Mid range phone
0,12,16956,62085,24-09-2023,31-10-2023,10,620850,21146,21146,7964,1,0,8,64,,37,Mid range phone
0,10,23081,57101,24-09-2023,17-10-2023,10,571010,12039,12039,8996,4,4,6,128,,23,Mid range phone
0,10,19140,147257,24-09-2023,14-10-2023,10,1472570,17635,17635,9407,4,2,4,1028,,20,Preimum phone
0,13,512,122315,24-09-2023,15-10-2023,7,856205,12912,12912,9711,0,2,32,512,,21,Gaming phone
0,0,10219,177348,24-09-2023,16-10-2023,1,177348,6481,6481,9931,3,3,6,512,,22,Mid range phone
0,3,10372,80361,24-09-2023,06-11-2023,10,803610,5597,5597,11118,3,2,4,128,,43,Preimum phone
0,3,16658,115396,24-09-2023,02-11-2023,1,115396,21789,21789,11614,0,1,12,1028,,39,High stroage phone
0,8,3275,181992,24-09-2023,09-10-2023,7,1273944,2252,2252,11824,2,3,32,256,,15,Preimum phone
0,0,18103,72617,24-09-2023,03-11-2023,6,435702,2167,2167,13198,1,0,4,128,,40,Mid range phone
0,9,3733,43841,24-09-2023,08-10-2023,10,438410,11972,11972,13754,3,4,6,512,,14,Mid range phone
0,5,24415,36501,24-09-2023,14-11-2023,9,328509,740,740,14387,0,5,8,64,,51,Mid range phone
0,5,5268,70641,24-09-2023,19-10-2023,2,141282,6287,6287,14533,3,4,12,64,,25,Mid range phone
0,5,6653,49423,24-09-2023,28-09-2023,7,345961,16983,16983,14664,1,1,32,256,,4,Gaming phone
0,5,19204,142338,24-09-2023,06-10-2023,3,427014,5225,5225,15073,1,3,4,1028,,12,High stroage phone
0,5,19386,184190,24-09-2023,06-10-2023,6,1105140,18563,18563,15372,3,3,6,1028,,12,Preimum phone
0,3,19118,38139,25-09-2023,08-10-2023,7,266973,391,391,300,0,3,4,128,,13,Mid range phone
0,12,4893,155143,25-09-2023,12-10-2023,2,310286,14229,14229,893,2,5,4,1028,,17,High stroage phone
0,6,13109,132564,25-09-2023,13-10-2023,1,132564,6412,6412,928,1,5,16,1028,,18,High stroage phone
0,12,13355,178727,25-09-2023,04-11-2023,2,357454,3959,3959,2817,0,4,12,256,,40,Mid range phone
0,13,6739,76450,25-09-2023,23-11-2023,9,688050,17500,17500,3092,3,4,32,1028,,59,Gaming phone
0,10,24536,40205,25-09-2023,24-10-2023,1,40205,25,25,4230,1,6,12,64,,29,Mid range phone
0,5,11337,19721,25-09-2023,10-11-2023,3,59163,12543,12543,4415,4,2,6,64,,46,Mid range phone
0,9,929,20457,25-09-2023,10-10-2023,4,81828,13407,13407,4731,4,2,32,128,,15,Gaming phone
0,0,14488,114711,25-09-2023,02-11-2023,2,229422,9048,9048,4811,4,5,32,512,,38,Gaming phone
0,10,21390,120031,25-09-2023,06-10-2023,10,1200310,14620,14620,5003,0,2,6,128,,11,Preimum phone
0,8,5504,105936,25-09-2023,19-11-2023,1,105936,14845,14845,5444,1,6,6,1028,,55,High stroage phone
0,6,23782,146778,25-09-2023,18-11-2023,3,440334,13550,13550,5480,4,6,6,64,,54,Mid range phone
0,0,15829,52054,25-09-2023,21-11-2023,6,312324,14738,14738,5786,3,3,8,128,,57,Mid range phone
0,12,3578,51349,25-09-2023,11-11-2023,4,205396,11909,11909,5837,0,4,32,512,,47,Gaming phone
0,0,1550,36618,25-09-2023,29-10-2023,3,109854,16495,16495,6065,2,3,16,512,,34,Mid range phone
0,13,7349,39502,25-09-2023,26-10-2023,1,39502,1736,1736,6408,2,2,32,512,,31,Gaming phone
0,0,21772,27163,25-09-2023,13-11-2023,7,190141,2547,2547,6596,3,0,8,128,,49,Mid range phone
0,10,24606,59221,25-09-2023,29-09-2023,1,59221,20580,20580,7189,0,5,12,256,,4,Mid range phone
0,0,15645,33152,25-09-2023,08-10-2023,9,298368,20341,20341,7196,1,2,8,128,,13,Mid range phone
0,10,2544,118459,25-09-2023,22-10-2023,7,829213,11816,11816,7349,0,4,4,512,,27,Preimum phone
0,6,15290,185351,25-09-2023,24-10-2023,8,1482808,5686,5686,7550,3,2,12,1028,,29,Preimum phone
0,8,24397,187255,25-09-2023,28-10-2023,10,1872550,14242,14242,7779,4,2,12,256,,33,Preimum phone
0,7,24739,31971,25-09-2023,24-10-2023,1,31971,2789,2789,8220,4,1,16,64,,29,Mid range phone
0,9,2486,178179,25-09-2023,15-11-2023,2,356358,12242,12242,8223,0,4,16,1028,,51,High stroage phone
0,8,9207,97393,25-09-2023,13-11-2023,1,97393,4952,4952,8298,1,2,32,256,,49,Gaming phone
0,2,18024,133648,25-09-2023,01-11-2023,7,935536,8695,8695,8392,4,1,6,64,,37,Preimum phone
0,10,23409,143347,25-09-2023,30-09-2023,3,430041,4171,4171,9231,0,0,16,64,,5,Mid range phone
0,7,4347,59945,25-09-2023,14-11-2023,8,479560,10637,10637,9249,4,3,8,64,,50,Mid range phone
0,3,5490,32123,25-09-2023,17-11-2023,5,160615,4560,4560,9683,2,3,4,1028,,53,High stroage phone
0,5,19075,8211,25-09-2023,13-11-2023,8,65688,18648,18648,11411,1,0,16,256,,49,Mid range phone
0,9,4300,185110,25-09-2023,07-10-2023,10,1851100,13103,13103,11430,3,4,16,128,,12,Preimum phone
0,10,5104,38868,25-09-2023,26-10-2023,9,349812,1388,1388,12011,4,0,4,128,,31,Mid range phone
0,4,3481,5258,25-09-2023,22-10-2023,1,5258,17728,17728,12074,0,2,8,1028,,27,High stroage phone
0,12,7177,48415,25-09-2023,11-11-2023,10,484150,8395,8395,12971,0,0,8,1028,,47,High stroage phone
0,10,2964,183613,25-09-2023,27-10-2023,7,1285291,11665,11665,13192,3,0,4,512,,32,Preimum phone
0,0,14594,73719,25-09-2023,04-10-2023,9,663471,18414,18414,13383,0,5,12,256,,9,Mid range phone
0,10,3979,156803,25-09-2023,16-11-2023,1,156803,594,594,13851,1,6,6,512,,52,Mid range phone
0,8,3057,46626,25-09-2023,12-11-2023,1,46626,3757,3757,13893,3,0,6,1028,,48,High stroage phone
0,12,894,45044,25-09-2023,10-10-2023,2,90088,19414,19414,14215,3,5,32,128,,15,Gaming phone
0,3,5505,128283,25-09-2023,19-11-2023,7,897981,11619,11619,14297,4,3,6,64,,55,Preimum phone
0,0,3313,175220,25-09-2023,11-11-2023,8,1401760,12183,12183,14301,3,0,4,256,,47,Preimum phone
0,10,17083,124876,25-09-2023,24-11-2023,2,249752,11432,11432,14707,4,3,16,128,,60,Mid range phone
0,12,17224,133278,25-09-2023,23-10-2023,5,666390,16169,16169,15139,3,5,32,1028,,28,Gaming phone
0,8,17340,60375,25-09-2023,13-11-2023,6,362250,4583,4583,15161,2,4,32,1028,,49,Gaming phone
0,1,23456,189265,25-09-2023,14-11-2023,3,567795,6338,6338,15291,3,2,32,1028,,50,Gaming phone
0,10,8343,167066,25-09-2023,18-11-2023,10,1670660,6365,6365,15493,1,1,32,64,,54,Preimum phone
0,11,22254,99587,26-09-2023,02-10-2023,5,497935,5276,5276,777,3,5,8,512,,6,Mid range phone
0,9,14805,167886,26-09-2023,11-10-2023,9,1510974,4061,4061,787,1,3,6,1028,,15,Preimum phone
0,12,8376,179123,26-09-2023,24-10-2023,4,716492,5266,5266,1060,4,2,32,256,,28,Gaming phone
0,7,2150,42030,26-09-2023,08-10-2023,10,420300,18860,18860,1205,2,6,4,64,,12,Mid range phone
0,0,7355,166512,26-09-2023,27-09-2023,10,1665120,12587,12587,2649,2,4,6,64,,1,Preimum phone
0,9,19265,85551,26-09-2023,17-10-2023,4,342204,9424,9424,3838,0,0,6,256,,21,Mid range phone
0,12,13604,183393,26-09-2023,11-11-2023,8,1467144,20970,20970,4087,4,5,32,256,,46,Preimum phone
0,9,19965,12780,26-09-2023,20-11-2023,5,63900,14663,14663,5316,2,1,12,256,,55,Mid range phone
0,1,4033,125552,26-09-2023,30-09-2023,8,1004416,4191,4191,5437,3,2,4,128,,4,Preimum phone
0,0,14087,82422,26-09-2023,14-11-2023,2,164844,11289,11289,5805,3,1,4,64,,49,Mid range phone
0,7,6459,112235,26-09-2023,17-10-2023,6,673410,870,870,5881,0,6,32,512,,21,Gaming phone
0,0,12256,185770,26-09-2023,28-10-2023,2,371540,275,275,6315,2,2,32,128,,32,Gaming phone
0,7,3121,51354,26-09-2023,11-10-2023,9,462186,5903,5903,7014,4,5,32,64,,15,Gaming phone
0,2,13158,58480,26-09-2023,23-11-2023,9,526320,6203,6203,7467,3,1,8,64,,58,Mid range phone
0,11,5412,92973,26-09-2023,15-11-2023,7,650811,19619,19619,8185,2,5,6,256,,50,Mid range phone
0,1,18995,137231,26-09-2023,05-11-2023,5,686155,20748,20748,8210,1,6,32,256,,40,Gaming phone
0,13,13749,99901,26-09-2023,23-11-2023,4,399604,4325,4325,8269,4,0,4,1028,,58,High stroage phone
0,5,21621,76165,26-09-2023,05-11-2023,3,228495,4743,4743,8322,4,6,4,1028,,40,High stroage phone
0,11,9007,149347,26-09-2023,14-11-2023,3,448041,10447,10447,9102,4,4,16,64,,49,Mid range phone
0,5,6077,168290,26-09-2023,04-11-2023,4,673160,13055,13055,9338,2,5,6,256,,39,Mid range phone
0,5,2665,69075,26-09-2023,20-10-2023,8,552600,15242,15242,9433,3,2,32,64,,24,Gaming phone
0,9,2692,114556,26-09-2023,29-10-2023,10,1145560,4464,4464,10008,4,3,16,512,,33,Preimum phone
0,5,13058,189609,26-09-2023,12-11-2023,2,379218,11510,11510,10099,2,6,4,256,,47,Mid range phone
0,13,14494,110515,26-09-2023,08-10-2023,10,1105150,8695,8695,10355,2,2,32,256,,12,Gaming phone
0,13,18541,166145,26-09-2023,15-11-2023,6,996870,17896,17896,11454,0,5,12,256,,50,Preimum phone
0,3,17003,90964,26-09-2023,17-10-2023,5,454820,20167,20167,11713,3,6,6,1028,,21,High stroage phone
0,4,14737,188084,26-09-2023,15-10-2023,3,564252,9714,9714,11817,3,4,8,128,,19,Mid range phone
0,9,18645,121265,26-09-2023,13-10-2023,8,970120,9248,9248,11882,1,0,16,1028,,17,High stroage phone
0,3,20961,105788,26-09-2023,29-10-2023,7,740516,9342,9342,12078,3,1,8,128,,33,Mid range phone
0,9,4430,46230,26-09-2023,30-09-2023,9,416070,2656,2656,12953,3,3,12,128,,4,Mid range phone
0,9,8083,65881,26-09-2023,08-10-2023,2,131762,16356,16356,14598,2,5,4,1028,,12,High stroage phone
0,2,20926,96428,26-09-2023,08-10-2023,7,674996,103,103,14668,3,1,32,256,,12,Gaming phone
0,12,19650,134648,26-09-2023,05-10-2023,3,403944,215,215,15031,0,6,12,128,,9,Mid range phone
0,10,4496,154483,26-09-2023,04-10-2023,8,1235864,15201,15201,15211,0,3,32,256,,8,Preimum phone
0,13,13471,134380,26-09-2023,14-10-2023,7,940660,3587,3587,15438,1,0,12,128,,18,Preimum phone
0,1,14620,148061,26-09-2023,06-10-2023,10,1480610,21011,21011,15555,0,4,4,1028,,10,Preimum phone
0,12,24368,144340,27-09-2023,14-10-2023,1,144340,13040,13040,417,1,4,12,128,,17,Mid range phone
0,5,23739,15332,27-09-2023,16-10-2023,2,30664,10550,10550,967,2,3,8,1028,,19,High stroage phone
0,12,17250,91267,27-09-2023,04-11-2023,6,547602,5031,5031,1583,3,4,12,64,,38,Mid range phone
0,9,4570,63313,27-09-2023,10-10-2023,6,379878,18800,18800,1762,4,2,4,64,,13,Mid range phone
0,11,10217,18561,27-09-2023,01-10-2023,6,111366,21539,21539,2177,3,4,8,512,,4,Mid range phone
0,6,17640,19544,27-09-2023,06-10-2023,5,97720,16214,16214,3105,2,2,16,512,,9,Mid range phone
0,2,11205,173652,27-09-2023,08-11-2023,5,868260,17421,17421,4464,4,1,32,64,,42,Gaming phone
0,5,9503,146528,27-09-2023,31-10-2023,6,879168,136,136,4691,4,6,32,128,,34,Gaming phone
0,1,1535,178292,27-09-2023,08-11-2023,10,1782920,4061,4061,7395,4,6,6,256,,42,Preimum phone
0,3,20887,182942,27-09-2023,29-10-2023,10,1829420,16143,16143,7484,0,4,16,64,,32,Preimum phone
0,8,16943,81585,27-09-2023,17-10-2023,7,571095,2971,2971,7671,4,1,16,512,,20,Mid range phone
0,13,14227,91950,27-09-2023,03-10-2023,7,643650,19382,19382,7964,2,5,16,1028,,6,High stroage phone
0,13,1868,192027,27-09-2023,13-10-2023,7,1344189,12131,12131,8010,2,4,8,64,,16,Preimum phone
0,0,23623,100765,27-09-2023,13-10-2023,9,906885,14411,14411,8263,1,2,16,1028,,16,High stroage phone
0,9,14506,83639,27-09-2023,13-10-2023,9,752751,21267,21267,8443,3,5,4,128,,16,Preimum phone
0,5,11992,167271,27-09-2023,15-10-2023,1,167271,5024,5024,8473,3,2,12,256,,18,Mid range phone
0,9,7506,87382,27-09-2023,01-10-2023,10,873820,14743,14743,8652,2,4,4,512,,4,Preimum phone
0,10,24883,121230,27-09-2023,09-10-2023,1,121230,6358,6358,8915,0,3,12,128,,12,Mid range phone
0,3,4675,49682,27-09-2023,29-09-2023,9,447138,21018,21018,9172,0,5,6,256,,2,Mid range phone
0,3,18808,35623,27-09-2023,10-10-2023,4,142492,12512,12512,10183,0,4,4,512,,13,Mid range phone
0,5,19777,171804,27-09-2023,14-11-2023,6,1030824,19753,19753,10192,3,6,6,256,,48,Preimum phone
0,9,22454,172372,27-09-2023,11-11-2023,4,689488,4785,4785,11261,0,1,16,512,,45,Preimum phone
0,1,5249,120277,27-09-2023,11-11-2023,7,841939,18210,18210,11478,4,3,12,64,,45,Preimum phone
0,8,21168,177743,27-09-2023,09-11-2023,3,533229,4367,4367,11899,3,0,32,128,,43,Gaming phone
0,13,9850,142119,27-09-2023,26-11-2023,8,1136952,17618,17618,13211,0,2,32,256,,60,Gaming phone
0,5,17694,155427,27-09-2023,19-10-2023,5,777135,5550,5550,13225,1,3,4,512,,22,Preimum phone
0,10,15604,173122,27-09-2023,28-09-2023,8,1384976,12145,12145,13228,2,2,32,256,,1,Preimum phone
0,2,6079,23711,27-09-2023,29-10-2023,10,237110,7912,7912,13520,2,1,32,1028,,32,Gaming phone
0,1,148,166945,27-09-2023,17-11-2023,8,1335560,6042,6042,13810,2,0,6,512,,51,Preimum phone
0,8,19522,175376,27-09-2023,29-10-2023,1,175376,2826,2826,13921,1,5,12,256,,32,Mid range phone
0,2,14164,185222,27-09-2023,04-11-2023,5,926110,21687,21687,14786,1,0,32,64,,38,Gaming phone
0,3,294,124209,28-09-2023,08-10-2023,7,869463,20296,20296,110,0,1,16,1028,,10,High stroage phone
0,0,1761,178886,28-09-2023,09-11-2023,7,1252202,10189,10189,206,4,5,8,1028,,42,Preimum phone
0,8,9921,23746,28-09-2023,24-10-2023,4,94984,16938,16938,1496,1,3,16,64,,26,Mid range phone
0,0,16376,178253,28-09-2023,05-11-2023,3,534759,155,155,1933,4,6,32,64,,38,Gaming phone
0,3,15662,105775,28-09-2023,04-10-2023,3,317325,5845,5845,2327,0,4,8,256,,6,Mid range phone
0,12,3863,125198,28-09-2023,15-10-2023,3,375594,9111,9111,3511,2,3,12,256,,17,Mid range phone
0,4,1337,116072,28-09-2023,13-11-2023,6,696432,2078,2078,3928,4,3,16,64,,46,Mid range phone
0,9,3751,35736,28-09-2023,22-11-2023,4,142944,9470,9470,4026,0,2,32,64,,55,Gaming phone
0,13,9437,102068,28-09-2023,12-10-2023,9,918612,10474,10474,5206,3,2,32,256,,14,Gaming phone
0,5,21332,152822,28-09-2023,09-11-2023,2,305644,6509,6509,6011,4,6,8,1028,,42,High stroage phone
0,2,3164,110444,28-09-2023,01-10-2023,5,552220,8651,8651,7682,3,1,4,1028,,3,High stroage phone
0,10,15932,123609,28-09-2023,13-10-2023,1,123609,2508,2508,8009,3,3,12,64,,15,Mid range phone
0,8,21830,93417,28-09-2023,30-09-2023,1,93417,29,29,10202,4,4,16,512,,2,Mid range phone
0,10,7089,104536,28-09-2023,21-10-2023,7,731752,9292,9292,10827,0,3,8,256,,23,Preimum phone
0,4,23318,7001,28-09-2023,23-11-2023,4,28004,4036,4036,11213,0,1,16,256,,56,Mid range phone
0,0,6244,166376,28-09-2023,15-11-2023,7,1164632,16136,16136,12151,1,2,32,128,,48,Gaming phone
0,6,7308,9649,28-09-2023,09-11-2023,9,86841,10018,10018,13416,1,1,16,128,,42,Mid range phone
0,7,7719,73582,28-09-2023,25-10-2023,2,147164,8205,8205,13721,3,4,8,128,,27,Mid range phone
0,7,18072,8096,28-09-2023,17-10-2023,8,64768,21125,21125,13750,1,6,16,512,,19,Mid range phone
0,4,21181,157638,29-09-2023,07-11-2023,10,1576380,10415,10415,982,4,1,6,1028,,39,Preimum phone
0,5,3088,198648,29-09-2023,05-10-2023,4,794592,6170,6170,1389,0,6,16,1028,,6,High stroage phone
0,3,24024,13983,29-09-2023,23-11-2023,7,97881,364,364,1390,1,4,16,1028,,55,High stroage phone
0,12,2092,190353,29-09-2023,17-10-2023,9,1713177,13070,13070,1658,0,3,12,512,,18,Preimum phone
0,0,10226,81172,29-09-2023,03-11-2023,4,324688,13921,13921,1761,1,2,4,512,,35,Mid range phone
0,9,23944,36576,29-09-2023,11-10-2023,2,73152,14332,14332,2655,0,4,8,1028,,12,High stroage phone
0,5,2918,12167,29-09-2023,16-11-2023,6,73002,5602,5602,3355,4,3,32,128,,48,Gaming phone
0,10,4169,167241,29-09-2023,14-10-2023,7,1170687,19807,19807,3494,3,5,12,1028,,15,Preimum phone
0,0,6238,136734,29-09-2023,03-11-2023,6,820404,17648,17648,4132,0,0,16,1028,,35,High stroage phone
0,10,6977,96849,29-09-2023,25-11-2023,2,193698,19788,19788,4918,0,1,32,64,,57,Gaming phone
0,4,16323,30265,29-09-2023,05-10-2023,8,242120,3270,3270,5057,2,6,32,512,,6,Gaming phone
0,7,17848,198341,29-09-2023,14-10-2023,2,396682,3926,3926,5386,1,4,4,512,,15,Mid range phone
0,9,22638,93452,29-09-2023,26-11-2023,7,654164,2753,2753,5495,2,5,8,512,,58,Mid range phone
0,10,21849,116386,29-09-2023,16-10-2023,7,814702,20836,20836,5727,2,3,6,1028,,17,High stroage phone
0,3,21304,91585,29-09-2023,29-10-2023,8,732680,18593,18593,6222,3,6,4,64,,30,Mid range phone
0,5,14939,98765,29-09-2023,05-11-2023,8,790120,20408,20408,6884,2,0,16,256,,37,Preimum phone
0,9,17452,34700,29-09-2023,04-11-2023,1,34700,3396,3396,7106,0,2,6,256,,36,Mid range phone
0,12,7551,166459,29-09-2023,05-10-2023,3,499377,13588,13588,7763,4,5,4,512,,6,Mid range phone
0,4,8292,126004,29-09-2023,19-10-2023,1,126004,905,905,9345,1,5,4,256,,20,Mid range phone
0,5,7019,105670,29-09-2023,29-10-2023,2,211340,16237,16237,9395,0,4,12,64,,30,Mid range phone
0,1,13386,120078,29-09-2023,06-11-2023,3,360234,13908,13908,9482,1,2,16,64,,38,Mid range phone
0,5,6953,61983,29-09-2023,13-10-2023,9,557847,16517,16517,9844,3,4,16,128,,14,Mid range phone
0,12,6182,103570,29-09-2023,27-11-2023,7,724990,4913,4913,9852,4,4,6,64,,59,Mid range phone
0,8,19890,184765,29-09-2023,29-10-2023,3,554295,13808,13808,10526,1,4,8,256,,30,Mid range phone
0,9,16510,160512,29-09-2023,22-10-2023,3,481536,5366,5366,10774,1,0,16,1028,,23,High stroage phone
0,3,17183,53180,29-09-2023,21-11-2023,4,212720,14958,14958,10843,1,4,8,256,,53,Mid range phone
0,5,5952,53941,29-09-2023,24-11-2023,8,431528,5744,5744,10947,4,3,8,1028,,56,High stroage phone
0,5,17511,128573,29-09-2023,08-10-2023,2,257146,12553,12553,11355,3,3,12,512,,9,Mid range phone
0,4,18315,61582,29-09-2023,20-11-2023,3,184746,21538,21538,11425,0,0,8,128,,52,Mid range phone
0,12,21999,41327,29-09-2023,05-10-2023,2,82654,17992,17992,13581,2,5,16,1028,,6,High stroage phone
0,10,11921,84272,29-09-2023,17-11-2023,4,337088,14303,14303,13799,0,3,4,128,,49,Mid range phone
0,8,10740,158804,29-09-2023,05-10-2023,6,952824,684,684,13842,1,4,8,64,,6,Preimum phone
0,10,16807,179471,29-09-2023,21-10-2023,9,1615239,21265,21265,13886,3,4,8,256,,22,Preimum phone
0,10,2449,184403,29-09-2023,14-10-2023,6,1106418,21014,21014,14023,4,6,6,256,,15,Preimum phone
0,9,7999,66467,29-09-2023,27-10-2023,4,265868,5874,5874,14253,4,1,12,512,,28,Mid range phone
0,0,193,81027,29-09-2023,03-10-2023,9,729243,7918,7918,14269,0,2,12,128,,4,Preimum phone
0,5,17641,67902,29-09-2023,05-11-2023,1,67902,15711,15711,14510,0,0,12,512,,37,Mid range phone
0,1,112,161491,29-09-2023,30-10-2023,10,1614910,3559,3559,14700,4,1,12,128,,31,Preimum phone
0,8,6030,7790,29-09-2023,26-10-2023,4,31160,20572,20572,15386,4,0,32,512,,27,Gaming phone
